0.0281181335,0.0707886219,0.0356516838,0.0643539429,0.0352227688,0.0691874027,0.035803318
0.0707886219,0.0356516838,0.0643539429,0.0352227688,0.0691874027,0.035803318,0.0605933666
0.0356516838,0.0643539429,0.0352227688,0.0691874027,0.035803318,0.0605933666,0.0353860855
0.0643539429,0.0352227688,0.0691874027,0.035803318,0.0605933666,0.0353860855,0.0614790916
0.0352227688,0.0691874027,0.035803318,0.0605933666,0.0353860855,0.0614790916,0.0356712341
0.0691874027,0.035803318,0.0605933666,0.0353860855,0.0614790916,0.0356712341,0.060513258
0.035803318,0.0605933666,0.0353860855,0.0614790916,0.0356712341,0.060513258,0.0353193283
0.0605933666,0.0353860855,0.0614790916,0.0356712341,0.060513258,0.0353193283,0.0689971447
0.0353860855,0.0614790916,0.0356712341,0.060513258,0.0353193283,0.0689971447,0.0361087322
0.0614790916,0.0356712341,0.060513258,0.0353193283,0.0689971447,0.0361087322,0.0677604675
0.0356712341,0.060513258,0.0353193283,0.0689971447,0.0361087322,0.0677604675,0.0353398323
0.060513258,0.0353193283,0.0689971447,0.0361087322,0.0677604675,0.0353398323,0.0626060963
0.0353193283,0.0689971447,0.0361087322,0.0677604675,0.0353398323,0.0626060963,0.0363259315
0.0689971447,0.0361087322,0.0677604675,0.0353398323,0.0626060963,0.0363259315,0.0625853539
0.0361087322,0.0677604675,0.0353398323,0.0626060963,0.0363259315,0.0625853539,0.0351831913
0.0677604675,0.0353398323,0.0626060963,0.0363259315,0.0625853539,0.0351831913,0.0675675869
0.0353398323,0.0626060963,0.0363259315,0.0625853539,0.0351831913,0.0675675869,0.0358412266
0.0626060963,0.0363259315,0.0625853539,0.0351831913,0.0675675869,0.0358412266,0.0619130135
0.0363259315,0.0625853539,0.0351831913,0.0675675869,0.0358412266,0.0619130135,0.035261631
0.0625853539,0.0351831913,0.0675675869,0.0358412266,0.0619130135,0.035261631,0.0619328022
0.0351831913,0.0675675869,0.0358412266,0.0619130135,0.035261631,0.0619328022,0.036260128
0.0675675869,0.0358412266,0.0619130135,0.035261631,0.0619328022,0.036260128,0.0605154037
0.0358412266,0.0619130135,0.035261631,0.0619328022,0.036260128,0.0605154037,0.0352051258
0.0619130135,0.035261631,0.0619328022,0.036260128,0.0605154037,0.0352051258,0.0648117065
0.035261631,0.0619328022,0.036260128,0.0605154037,0.0352051258,0.0648117065,0.035933733
0.0619328022,0.036260128,0.0605154037,0.0352051258,0.0648117065,0.035933733,0.0608096123
0.036260128,0.0605154037,0.0352051258,0.0648117065,0.035933733,0.0608096123,0.0354800224
0.0605154037,0.0352051258,0.0648117065,0.035933733,0.0608096123,0.0354800224,0.0618927479
0.0352051258,0.0648117065,0.035933733,0.0608096123,0.0354800224,0.0618927479,0.0358865261
0.0648117065,0.035933733,0.0608096123,0.0354800224,0.0618927479,0.0358865261,0.0700030327
0.035933733,0.0608096123,0.0354800224,0.0618927479,0.0358865261,0.0700030327,0.0354340076
0.0608096123,0.0354800224,0.0618927479,0.0358865261,0.0700030327,0.0354340076,0.0664200783
0.0354800224,0.0618927479,0.0358865261,0.0700030327,0.0354340076,0.0664200783,0.0359399319
0.0618927479,0.0358865261,0.0700030327,0.0354340076,0.0664200783,0.0359399319,0.060533762
0.0358865261,0.0700030327,0.0354340076,0.0664200783,0.0359399319,0.060533762,0.0353720188
0.0700030327,0.0354340076,0.0664200783,0.0359399319,0.060533762,0.0353720188,0.0617549419
0.0354340076,0.0664200783,0.0359399319,0.060533762,0.0353720188,0.0617549419,0.0361425877
0.0664200783,0.0359399319,0.060533762,0.0353720188,0.0617549419,0.0361425877,0.060721159
0.0359399319,0.060533762,0.0353720188,0.0617549419,0.0361425877,0.060721159,0.0354130268
0.060533762,0.0353720188,0.0617549419,0.0361425877,0.060721159,0.0354130268,0.0615856647
0.0353720188,0.0617549419,0.0361425877,0.060721159,0.0354130268,0.0615856647,0.0361459255
